Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
433,2017-18,24,GSW,NBA,Quinn Cook,33,18,740,5.9,12.3,3.7,7.2,2.2,5.1,1.1,1.2,0.5,3.5,4,4.3,0.6,0,1.6,2.9,15.2,0.484,0.514,0.442,0.575,0.88,0.593
434,2017-18,25,POR,NBA,Pat Connaughton,82,5,1488,4,9.4,2.2,4.4,1.8,5.1,0.9,1.1,0.9,3,3.9,2.2,0.6,0.5,1,2.9,10.7,0.423,0.506,0.352,0.518,0.841,0.539
435,2017-18,30,MEM,NBA,Mike Conley,12,12,373,6.2,16.2,3.9,8.8,2.3,7.4,5.1,6.4,0,2.6,2.6,4.7,1.2,0.3,1.7,2.3,19.8,0.381,0.44,0.312,0.452,0.803,0.52
436,2017-18,37,OKC,NBA,Nick Collison,15,0,75,6.2,9.1,6.2,9.1,0,0,2.4,6.2,3.4,6.2,9.6,1.9,0,0,3.4,3.4,14.9,0.684,0.684,,0.684,0.385,0.627
437,2017-18,30,IND,NBA,Darren Collison,69,64,2018,5.6,11.4,3.9,7.7,1.7,3.7,2.3,2.6,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,0.495,0.508,0.468,0.571,0.882,0.61
438,2017-18,26,DAL,NBA,Kyle Collinsworth,32,2,480,2.8,7.4,2.5,6.1,0.3,1.3,1.6,3,2.4,5.6,8,4.2,1.3,0.7,1.8,3.3,7.6,0.384,0.415,0.235,0.404,0.525,0.433
439,2017-18,20,POR,NBA,Zach Collins,66,1,1045,4,10,2.8,6.1,1.2,3.9,0.9,1.4,1.6,6.1,7.6,1.8,0.6,1.1,2,4.6,10.1,0.398,0.455,0.31,0.458,0.643,0.475
440,2017-18,20,ATL,NBA,John Collins,74,26,1785,6.3,11,6,10,0.3,0.9,2.7,3.8,3.5,7.4,10.9,2,0.9,1.6,2.1,4.3,15.7,0.576,0.598,0.34,0.591,0.715,0.62
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
441,2017-18,23,TOT,NBA,Antonius Cleveland,17,0,123,2.3,6.1,1.5,5,0.9,1.2,1.2,1.8,0.9,3.2,4.1,0.6,2,1.5,2,6.7,6.7,0.381,0.294,0.75,0.452,0.667,0.486
442,2017-18,24,DAL,NBA,Gian Clavell,7,0,64,3.4,10.1,0,1.7,3.4,8.4,1.1,1.1,0.6,3.4,3.9,1.7,1.1,0,1.1,4.5,11.3,0.333,0,0.4,0.5,1,0.53
443,2017-18,25,TOT,NBA,Jordan Clarkson,81,2,1888,8.2,18.2,6.1,12.1,2.1,6.1,2.9,3.6,1.1,3.1,4.1,4.2,1.1,0.1,2.4,2,21.4,0.451,0.5,0.352,0.509,0.8,0.542
444,2017-18,26,NOP,NBA,Ian Clark,74,2,1455,5.5,12.2,4,7.4,1.5,4.8,1.1,1.5,0.2,2.9,3.1,2.7,0.8,0.2,1.4,3,13.6,0.448,0.533,0.318,0.511,0.763,0.529
445,2017-18,20,PHO,NBA,Marquese Chriss,72,49,1527,4.8,11.2,3.4,6.8,1.3,4.5,2.3,3.7,1.8,7.5,9.3,2,1.2,1.7,2.5,4.8,13.1,0.423,0.509,0.295,0.482,0.608,0.509
446,2017-18,30,DEN,NBA,Wilson Chandler,74,71,2346,4.3,9.7,3,5.9,1.4,3.8,1.4,1.7,1.6,4.5,6.1,2.5,0.7,0.6,1.4,2.4,11.3,0.445,0.501,0.358,0.515,0.772,0.542
447,2017-18,35,PHO,NBA,Tyson Chandler,46,46,1151,3.8,5.8,3.8,5.8,0,0,1.8,2.9,4.2,8.9,13.1,1.7,0.5,0.8,1.8,3.3,9.4,0.647,0.647,,0.647,0.617,0.657
448,2017-18,31,MEM,NBA,Mario Chalmers,66,10,1421,4.3,11.2,2.9,6.4,1.3,4.8,3,3.5,0.3,3.6,4,5,2,0.4,3,4.5,12.8,0.379,0.456,0.277,0.439,0.855,0.503
449,2017-18,23,ATL,NBA,Tyler Cavanaugh,39,1,518,4.7,10.6,2.4,4.4,2.2,6.2,1.2,1.5,3.1,5.7,8.8,1.9,0.6,0.3,1,4.2,12.7,0.441,0.556,0.36,0.546,0.81,0.567
450,2017-18,24,SAC,NBA,Willie Cauley-Stein,73,58,2044,6.8,13.6,6.8,13.4,0.1,0.2,2.7,4.4,2.3,6.7,9,3,1.4,1.2,1.9,3.3,16.4,0.502,0.506,0.25,0.504,0.619,0.529
451,2017-18,29,GSW,NBA,Omri Casspi,53,7,740,5.8,10.1,5.4,9,0.5,1.1,2.4,3.4,1.5,8.3,9.7,2.5,0.9,0.9,1.8,3.4,14.6,0.58,0.595,0.455,0.604,0.725,0.632
452,2017-18,23,LAL,NBA,Alex Caruso,37,7,562,3.2,7.4,2.4,4.7,0.8,2.8,1.3,1.9,1,3.2,4.2,4.8,1.5,0.6,2.7,3.3,8.6,0.431,0.507,0.302,0.487,0.7,0.519
453,2017-18,26,CHO,NBA,Michael Carter-Williams,52,2,835,3.3,9.9,2.7,7.3,0.6,2.5,3.1,3.8,1.6,4.4,5.9,5,1.9,1,2.2,4.3,10.3,0.332,0.365,0.237,0.362,0.82,0.446
454,2017-18,41,SAC,NBA,Vince Carter,58,5,1026,4,9.9,2,4.1,2,5.8,1,1.3,0.6,4.6,5.2,2.4,1.5,0.9,1.3,3.4,11,0.403,0.483,0.345,0.504,0.757,0.523
455,2017-18,31,BRK,NBA,DeMarre Carroll,73,73,2180,5.4,13,3,6.5,2.4,6.5,3.1,4.1,1.7,6.2,7.9,2.4,1,0.5,1.7,2.7,16.2,0.414,0.457,0.371,0.506,0.764,0.55
456,2017-18,23,HOU,NBA,Clint Capela,74,74,2034,7.8,12,7.8,11.9,0,0,2.5,4.5,4.3,9.9,14.2,1.2,1,2.4,1.8,3.3,18.2,0.652,0.653,0,0.652,0.56,0.65
457,2017-18,26,TOT,NBA,Isaiah Canaan,20,1,422,4.4,11.7,2.6,6.1,1.9,5.6,3.9,4.4,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.7,0.38,0.423,0.333,0.46,0.902,0.539
458,2017-18,24,LAL,NBA,Kentavious Caldwell-Pope,74,74,2458,5,11.7,2.7,5.6,2.3,6.1,2.2,2.8,0.9,4.8,5.7,2.4,1.6,0.2,1.4,2.1,14.5,0.426,0.473,0.383,0.526,0.789,0.561
459,2017-18,36,CLE,NBA,Jose Calderon,57,32,914,3.7,7.3,1.9,3.5,1.8,3.8,0.9,1.2,0.6,2.8,3.3,4.6,1.1,0.1,1.6,3.2,10,0.503,0.545,0.464,0.624,0.8,0.643
460,2017-18,22,TOT,NBA,Bruno Caboclo,12,0,107,3,10.4,2,4.7,1,5.7,1.7,2,2.4,5,7.4,1.7,1,1.3,1.3,2.7,8.7,0.29,0.429,0.176,0.339,0.833,0.386
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
461,2017-18,28,DET,NBA,Dwight Buycks,29,0,427,6.9,16.7,5.6,12.9,1.3,3.8,3,3.5,1,2.4,3.5,5,1.6,0.2,3.3,3.3,18.1,0.414,0.438,0.333,0.452,0.878,0.498
462,2017-18,28,MIN,NBA,Jimmy Butler,59,59,2164,7.3,15.3,6.1,12,1.2,3.3,6,7.1,1.3,3.9,5.2,4.8,1.9,0.4,1.8,1.3,21.7,0.474,0.509,0.35,0.512,0.854,0.59
463,2017-18,26,UTA,NBA,Alec Burks,64,1,1059,5.8,14.1,4.2,9.2,1.6,4.8,3.6,4.2,0.6,5.9,6.5,2.3,1.3,0.3,2,2.5,16.8,0.411,0.452,0.331,0.467,0.863,0.527
464,2017-18,25,NYK,NBA,Trey Burke,36,9,785,8.9,17.6,7.1,12.8,1.7,4.8,1.7,2.6,0.6,2.7,3.3,7.8,1.1,0.2,2,2,21.1,0.503,0.556,0.362,0.552,0.649,0.563
465,2017-18,26,DET,NBA,Reggie Bullock,62,52,1732,5.5,11.3,3,5.5,2.6,5.8,0.8,1,0.6,2.6,3.2,2,1,0.3,1,1.5,14.5,0.489,0.536,0.445,0.603,0.796,0.615
466,2017-18,20,LAL,NBA,Thomas Bryant,15,0,72,4,10.5,3.5,5.5,0.5,5,2.5,4.5,1.5,7,8.5,3,0.5,1,1,3,11,0.381,0.636,0.1,0.405,0.556,0.441
467,2017-18,24,ATL,NBA,Nicolas Brussino,4,0,10,0,7.2,0,0,0,7.2,0,0,0,10.8,10.8,0,0,0,0,0,0,0,,0,0,,0
468,2017-18,22,MIL,NBA,Sterling Brown,54,4,776,3.8,9.5,2.3,5.3,1.5,4.2,1,1.1,1.3,5.4,6.6,1.2,1.4,0.6,1.2,3.7,10.1,0.4,0.439,0.352,0.478,0.875,0.503
469,2017-18,26,HOU,NBA,Markel Brown,4,0,31,2.3,8.1,1.2,2.3,1.2,5.8,0,0,1.2,4.6,5.8,2.3,0,0,2.3,7,5.8,0.286,0.5,0.2,0.357,,0.357
470,2017-18,27,TOR,NBA,Lorenzo Brown,14,0,139,3.6,8.8,3.1,5.7,0.5,3.1,0.5,0.5,0.3,3.6,3.9,3.4,1.3,0,0.8,1.8,8.3,0.412,0.545,0.167,0.441,1,0.459
471,2017-18,21,BOS,NBA,Jaylen Brown,70,70,2152,6.2,13.4,4.2,8.3,2,5.1,2.5,3.9,1.1,4.7,5.8,1.9,1.2,0.4,2.1,3,17,0.465,0.507,0.395,0.54,0.644,0.562
472,2017-18,33,HOU,NBA,Bobby Brown,20,0,115,5.9,18.2,2.5,5.6,3.4,12.5,0.3,0.6,0,2.2,2.2,3.4,1.3,0,2.8,1.9,15.7,0.328,0.444,0.275,0.422,0.5,0.425
473,2017-18,25,MIN,NBA,Anthony Brown,1,0,4,9,9,0,0,9,9,0,0,0,0,0,9,0,0,0,0,27,1,,1,1.5,,1.5
474,2017-18,29,MEM,NBA,MarShon Brooks,7,1,193,9.5,19,6,13.1,3.5,6,3.7,4.3,1.5,2.4,3.9,4.7,2.1,0.6,3,1.1,26.3,0.5,0.457,0.594,0.593,0.87,0.629
475,2017-18,22,MEM,NBA,Dillon Brooks,82,74,2350,5.2,11.8,3.8,7.8,1.4,4,1.9,2.5,0.8,3.2,3.9,2.1,1.1,0.3,1.9,3.6,13.8,0.44,0.484,0.356,0.501,0.747,0.531
476,2017-18,33,MIN,NBA,Aaron Brooks,32,1,189,5.3,13.1,3.2,7.2,2.1,5.9,1.5,2.1,1.3,1.9,3.2,3.8,1.1,0,2.1,5.3,14.3,0.406,0.447,0.355,0.486,0.727,0.508
477,2017-18,25,MIL,NBA,Malcolm Brogdon,48,20,1436,6.1,12.6,4.6,8.6,1.6,4,1.9,2.1,0.6,3.3,3.9,3.8,1,0.3,1.7,3.2,15.7,0.485,0.532,0.385,0.547,0.882,0.578
478,2017-18,31,TOT,NBA,Corey Brewer,72,18,1208,4.2,9.4,3.3,6.1,0.9,3.3,1.9,2.7,1.3,3.3,4.6,1.9,2.4,0.4,1.5,4.1,11.3,0.449,0.539,0.282,0.498,0.722,0.534
479,2017-18,20,UTA,NBA,Tony Bradley,9,0,29,3.7,13.7,3.7,12.4,0,1.2,2.5,2.5,5,8.7,13.7,1.2,0,0,0,1.2,9.9,0.273,0.3,0,0.273,1,0.337
480,2017-18,27,TOT,NBA,Avery Bradley,46,46,1433,6.5,15.7,4.6,10.6,1.9,5.1,1.6,2.1,0.6,2.4,2.9,2.4,1.3,0.2,2.5,2.3,16.5,0.414,0.436,0.369,0.474,0.768,0.496
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
481,2017-18,25,GSW,NBA,Chris Boucher,1,0,1,0,36,0,0,0,36,0,0,0,36,36,0,0,0,0,0,0,0,,0,0,,0
482,2017-18,30,TOT,NBA,Trevor Booker,68,7,1158,5.5,10.7,5.3,9.6,0.2,1,2.1,2.9,3.6,6.2,9.9,2.5,0.9,0.7,1.8,3.7,13.3,0.516,0.545,0.242,0.528,0.71,0.557
483,2017-18,21,PHO,NBA,Devin Booker,54,54,1865,8.8,20.3,5.9,12.9,2.8,7.4,5.6,6.4,0.5,4.2,4.7,4.9,0.9,0.3,3.7,3.2,26,0.432,0.46,0.383,0.501,0.878,0.561
484,2017-18,24,MIL,NBA,Joel Bolomboy,6,0,38,2.8,5.7,2.8,4.7,0,0.9,2.8,5.7,5.7,3.8,9.5,0,1.9,0,1.9,2.8,8.5,0.5,0.6,0,0.5,0.5,0.521
485,2017-18,33,LAL,NBA,Andrew Bogut,23,5,216,2.8,4.2,2.8,4.2,0,0,0.3,0.3,4.3,8.7,13,2.5,0.7,2.2,3.2,6.7,6,0.68,0.68,,0.68,1,0.696
486,2017-18,28,IND,NBA,Bojan Bogdanovic,80,80,2464,5.9,12.4,3.6,6.8,2.3,5.6,2.6,3,0.4,3.5,3.9,1.7,0.8,0.1,1.5,1.9,16.7,0.474,0.534,0.402,0.565,0.868,0.605
487,2017-18,25,SAC,NBA,Bogdan Bogdanovic,78,53,2175,5.7,12.8,3.6,7.3,2.1,5.4,1.7,2,0.5,3.2,3.7,4.3,1.2,0.3,2.1,2.8,15.2,0.446,0.485,0.392,0.529,0.84,0.556
488,2017-18,25,LAL,NBA,Vander Blue,5,0,45,0.8,4,0.8,2.4,0,1.6,0.8,1.6,0,0.8,0.8,2.4,0.8,0,2.4,1.6,2.4,0.2,0.333,0,0.2,0.5,0.255
489,2017-18,28,TOT,NBA,Eric Bledsoe,74,74,2322,7.3,15.3,5.3,9.8,1.9,5.6,3.9,4.9,0.8,3.6,4.4,5.7,2.3,0.7,3.3,2.9,20.4,0.473,0.545,0.347,0.536,0.792,0.582
490,2017-18,21,CHI,NBA,Antonio Blakeney,19,0,314,6.1,16.4,4.4,10.4,1.7,6,3.4,4.5,0.5,3.3,3.8,2.3,0.8,0.1,1.3,2.2,17.3,0.371,0.418,0.288,0.423,0.769,0.471
491,2017-18,26,HOU,NBA,Tarik Black,51,2,536,5,8.5,5,7.8,0.1,0.7,1.9,4.2,4.2,6.7,10.9,0.9,1.4,2,2.4,7.2,12.1,0.591,0.638,0.091,0.594,0.46,0.582
492,2017-18,29,MIN,NBA,Nemanja Bjelica,67,21,1371,4.5,9.7,2.5,4.9,2,4.8,0.9,1.2,1.4,5.8,7.2,2.3,1.3,0.4,1.4,3.7,11.9,0.461,0.505,0.415,0.563,0.8,0.581
493,2017-18,25,ORL,NBA,Bismack Biyombo,82,25,1495,4.4,8.5,4.4,8.5,0,0,2.5,3.8,3.5,7.8,11.3,1.6,0.5,2.3,2,3.8,11.3,0.52,0.521,0,0.52,0.65,0.556
494,2017-18,23,BOS,NBA,Jabari Bird,13,1,115,4.7,8.1,3.8,5.9,0.9,2.2,1.9,4.1,1.9,4.1,5.9,2.5,0.9,0.3,2.5,2.2,12.2,0.577,0.632,0.429,0.635,0.462,0.615
495,2017-18,25,ORL,NBA,Khem Birch,42,0,578,4.2,7.8,4.2,7.8,0,0,2.6,3.8,4.4,6.9,11.2,2.1,0.9,1.3,1.3,3.5,11.1,0.54,0.54,,0.54,0.689,0.582
496,2017-18,29,LAC,NBA,Patrick Beverley,11,11,334,5.2,12.8,2.6,6.4,2.6,6.5,1.5,1.8,1.7,3.1,4.9,3.4,1.9,0.5,2.7,3.7,14.4,0.403,0.407,0.4,0.504,0.824,0.53
497,2017-18,25,SAS,NBA,Davis Bertans,77,10,1086,5.3,12.1,2.2,3.8,3.1,8.4,1.3,1.6,0.6,4.5,5.1,2.5,0.9,0.9,1.2,3.1,15.1,0.44,0.588,0.373,0.568,0.816,0.588
498,2017-18,20,PHO,NBA,Dragan Bender,82,37,2069,3.3,8.4,1.2,2.8,2.1,5.6,0.7,0.9,0.7,5.6,6.3,2.3,0.4,0.9,1.9,2.9,9.2,0.386,0.426,0.366,0.508,0.765,0.524
499,2017-18,23,ATL,NBA,DeAndre' Bembry,26,3,455,4.2,10.1,3.3,7.8,0.9,2.4,1.5,2.6,0.6,5.1,5.7,3.9,1.7,0.9,3.7,3,10.8,0.414,0.429,0.367,0.457,0.576,0.477
500,2017-18,23,GSW,NBA,Jordan Bell,57,13,809,5.2,8.2,5.2,8.1,0,0.2,1.3,2,2.7,6.5,9.2,4.5,1.6,2.5,2.3,4.1,11.7,0.627,0.641,0,0.627,0.682,0.641
501,2017-18,31,TOT,NBA,Marco Belinelli,80,2,1947,6.2,14.1,3.5,6.8,2.8,7.3,2.7,3,0.4,2.4,2.8,2.7,1.2,0.2,1.7,1.7,18,0.442,0.511,0.377,0.539,0.908,0.582
502,2017-18,29,NYK,NBA,Michael Beasley,74,30,1653,8.9,17.6,8.2,15.7,0.7,1.9,2.7,3.5,2.1,6.9,9,2.7,0.8,0.9,3.1,3.2,21.3,0.507,0.52,0.395,0.528,0.78,0.556
503,2017-18,21,DEN,NBA,Malik Beasley,62,0,583,4.5,11,2.8,5.9,1.7,5.1,1.4,2,0.9,3.5,4.4,1.9,0.9,0.4,1.5,2.2,12.1,0.41,0.469,0.341,0.489,0.667,0.509
504,2017-18,24,WAS,NBA,Bradley Beal,82,82,2977,8.3,17.9,5.9,11.5,2.4,6.4,3.5,4.5,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,0.46,0.507,0.375,0.527,0.793,0.564
505,2017-18,28,ATL,NBA,Kent Bazemore,65,65,1789,5.7,13.6,3.5,8.1,2.2,5.5,3.2,4,0.5,4.5,5,4.6,2,0.9,3.2,3,16.8,0.42,0.438,0.394,0.5,0.796,0.547
506,2017-18,31,BOS,NBA,Aron Baynes,81,67,1485,5.1,10.8,5,10.3,0.1,0.5,1.4,1.9,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,0.471,0.487,0.143,0.474,0.756,0.502
507,2017-18,29,PHI,NBA,Jerryd Bayless,39,11,925,4.2,10.2,2.1,4.5,2.1,5.7,1.4,1.7,0.6,2.5,3.1,2.1,0.9,0.2,1.8,3.5,11.9,0.416,0.474,0.37,0.519,0.795,0.546
508,2017-18,29,CHO,NBA,Nicolas Batum,64,64,1981,4.9,11.8,3.2,6.8,1.7,5,2,2.4,1,4.5,5.6,6.3,1.2,0.4,2.4,1.3,13.4,0.415,0.473,0.336,0.486,0.831,0.523
509,2017-18,27,DEN,NBA,Will Barton,81,40,2683,6.2,13.8,4.1,8.1,2.1,5.7,2.4,3,0.9,4.5,5.5,4.4,1.1,0.7,2,2.3,17,0.452,0.51,0.37,0.528,0.805,0.562
510,2017-18,25,DAL,NBA,Harrison Barnes,77,77,2634,7.3,16.5,5.7,12,1.6,4.6,3.5,4.3,1.1,5.3,6.4,2.1,0.7,0.2,1.6,1.3,19.8,0.445,0.478,0.357,0.494,0.827,0.539
511,2017-18,33,DAL,NBA,J.J. Barea,69,10,1603,6.8,15.5,4.2,8.5,2.6,7,1.8,2.3,0.3,4.2,4.5,9.7,0.8,0.1,3.2,1.9,18,0.439,0.499,0.367,0.522,0.784,0.545
512,2017-18,20,LAL,NBA,Lonzo Ball,52,50,1780,4.1,11.4,2.3,5.4,1.8,6,0.6,1.4,1.4,5.9,7.3,7.6,1.8,0.9,2.8,2.4,10.7,0.36,0.42,0.305,0.44,0.451,0.444
513,2017-18,21,POR,NBA,Wade Baldwin,7,0,80,6.3,9.5,4.5,7.2,1.8,2.3,2.7,4.5,0.5,3.2,3.6,2.3,0.9,0.5,1.8,5.4,17.1,0.667,0.625,0.8,0.762,0.6,0.748
514,2017-18,24,NYK,NBA,Ron Baker,29,1,385,1.9,5.5,0.8,2.4,1,3.1,1.9,2.4,0.5,2.3,2.8,4.4,2.4,0.6,1.7,3.1,6.6,0.339,0.346,0.333,0.432,0.769,0.504
515,2017-18,22,CHO,NBA,Dwayne Bacon,53,6,713,3.6,9.7,3.1,7.5,0.6,2.2,1,1.3,0.2,6.1,6.3,1.9,0.8,0.1,1.2,2.3,8.8,0.375,0.409,0.256,0.404,0.8,0.431
516,2017-18,28,TOT,NBA,Luke Babbitt,50,14,715,4.6,10.8,1.6,3,3,7.9,0.9,1.1,0.4,4.5,4.8,1.6,0.4,0.4,1,2.7,13,0.423,0.525,0.385,0.563,0.773,0.576
517,2017-18,30,ORL,NBA,D.J. Augustin,75,36,1760,5,11,2.7,5.5,2.3,5.6,3.4,3.9,0.6,2.7,3.3,5.9,1.1,0,2.5,1.9,15.7,0.452,0.485,0.419,0.557,0.868,0.615
518,2017-18,31,TOT,NBA,Omer Asik,18,0,182,1.8,4.4,1.8,4.4,0,0,0.8,2.6,1.8,7.5,9.3,0.6,0.4,0.8,1.8,4,4.4,0.409,0.409,,0.409,0.308,0.397
519,2017-18,25,ORL,NBA,Jamel Artis,15,1,279,4,10.2,3,6.5,1,3.7,0.9,1.5,0.5,4.4,4.9,2.3,0.3,0.4,1,1.4,9.9,0.392,0.46,0.276,0.443,0.583,0.457
520,2017-18,29,DEN,NBA,Darrell Arthur,19,1,141,5.6,12,3.6,6.1,2,5.9,0.5,0.8,0.8,3.1,3.8,2.3,2,0.8,3.8,5.6,13.8,0.468,0.583,0.348,0.553,0.667,0.559
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
521,2017-18,32,HOU,NBA,Trevor Ariza,67,67,2269,4.3,10.3,1.6,3,2.7,7.3,1.2,1.4,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4,0.412,0.519,0.368,0.542,0.854,0.567
522,2017-18,23,CHI,NBA,Ryan Arcidiacono,24,0,304,2,4.9,0.9,1.2,1.1,3.7,0.6,0.7,0.1,2.8,3,4.1,1.5,0,1.5,2.1,5.7,0.415,0.8,0.29,0.524,0.833,0.55
523,2017-18,20,TOR,NBA,OG Anunoby,74,62,1481,4,8.4,2.2,3.6,1.8,4.8,0.9,1.5,1.1,3.4,4.5,1.3,1.3,0.3,1.1,3.2,10.6,0.471,0.604,0.371,0.577,0.629,0.587
524,2017-18,33,OKC,NBA,Carmelo Anthony,78,78,2501,6.8,16.8,4.4,10,2.4,6.8,2.1,2.8,1,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2,0.404,0.437,0.357,0.476,0.767,0.503
525,2017-18,23,MIL,NBA,Giannis Antetokounmpo,75,75,2756,9.7,18.3,9.1,16.5,0.6,1.8,6.4,8.4,2,7.8,9.8,4.7,1.4,1.4,2.9,3,26.3,0.529,0.554,0.307,0.545,0.76,0.598
526,2017-18,19,IND,NBA,Ike Anigbogu,11,0,30,4.8,10.8,4.8,10.8,0,0,6,7.2,6,4.8,10.8,0,1.2,3.6,2.4,1.2,15.6,0.444,0.444,,0.444,0.833,0.558
527,2017-18,29,HOU,NBA,Ryan Anderson,66,50,1725,4.3,10,1.6,2.9,2.7,7.1,1.5,1.9,2,4.9,6.9,1.3,0.5,0.4,0.9,2.6,12.9,0.431,0.539,0.386,0.568,0.774,0.592
528,2017-18,24,SAS,NBA,Kyle Anderson,74,67,1978,4.2,8,3.9,6.9,0.3,1,1.9,2.7,1.5,5.7,7.2,3.7,2.1,1.1,1.7,2.1,10.6,0.527,0.556,0.333,0.549,0.712,0.582
529,2017-18,24,PHI,NBA,Justin Anderson,38,0,519,6,14,3.7,6.9,2.4,7.1,1.9,2.6,1.7,4.7,6.5,1.7,1,0.5,1.1,3.7,16.4,0.431,0.535,0.33,0.515,0.737,0.54
530,2017-18,27,POR,NBA,Al-Farouq Aminu,69,67,2072,4,10.1,1.8,4.2,2.2,5.9,1,1.4,1.7,7.4,9.1,1.5,1.4,0.7,1.4,2.4,11.2,0.395,0.432,0.369,0.503,0.738,0.522
531,2017-18,36,NOP,NBA,Tony Allen,22,0,273,5.8,12,5.3,10.4,0.5,1.6,1.5,2.8,2.6,3.6,6.2,1.2,1.5,0.4,2.5,6.5,13.6,0.484,0.506,0.333,0.505,0.524,0.514
532,2017-18,25,BOS,NBA,Kadeem Allen,18,1,107,2,7.4,2,3.7,0,3.7,2.4,3,1.3,2.4,3.7,4,1,0.7,3,5,6.4,0.273,0.545,0,0.273,0.778,0.366
533,2017-18,19,BRK,NBA,Jarrett Allen,72,31,1441,5.8,9.9,5.7,9.5,0.1,0.4,2.8,3.7,3.6,6.1,9.7,1.2,0.7,2.2,2,3.7,14.7,0.589,0.599,0.333,0.596,0.776,0.636
534,2017-18,32,SAS,NBA,LaMarcus Aldridge,75,75,2509,9.9,19.3,9.5,18,0.4,1.3,4.8,5.7,3.5,5.6,9.1,2.2,0.6,1.3,1.6,2.3,24.9,0.51,0.526,0.293,0.52,0.837,0.57
535,2017-18,29,MIN,NBA,Cole Aldrich,21,0,49,3.7,11,3.7,11,0,0,1.5,4.4,2.2,8.8,11,2.2,1.5,0.7,0.7,8.1,8.8,0.333,0.333,,0.333,0.333,0.34
536,2017-18,32,ORL,NBA,Arron Afflalo,53,3,682,3.4,8.6,2,4.9,1.4,3.7,1.2,1.4,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3,9.4,0.401,0.413,0.386,0.485,0.846,0.516
537,2017-18,20,MIA,NBA,Bam Adebayo,69,19,1368,4.6,8.9,4.6,8.8,0,0.2,3.4,4.7,3.1,6.9,10,2.7,0.8,1.1,1.7,3.6,12.6,0.512,0.523,0,0.512,0.721,0.57
538,2017-18,24,OKC,NBA,Steven Adams,76,76,2487,6.5,10.3,6.5,10.3,0,0,2.3,4.2,5.6,4.4,9.9,1.3,1.3,1.1,1.9,3.1,15.3,0.629,0.631,0,0.629,0.557,0.63
539,2017-18,27,BRK,NBA,Quincy Acy,70,8,1359,3.4,9.7,0.7,1.9,2.7,7.7,1.3,1.6,1.1,5.7,6.8,1.5,0.9,0.8,1.6,3.9,10.9,0.356,0.384,0.349,0.496,0.817,0.525
540,2017-18,24,OKC,NBA,Alex Abrines,75,8,1134,3.7,9.2,1,2.2,2.7,7,1.2,1.5,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2,0.395,0.443,0.38,0.54,0.848,0.567